-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2021 through 12/31/2024 in LST
Location: Latitude  32.8998   Longitude -97.0403 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 183.52 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W m-2) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W m-2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
PS                    MERRA-2 Surface Pressure (kPa) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/hour) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,T2M,WS2M,RH2M,PS,PRECTOTCORR
2024,1,12,7,221.45,7.62,-3.47,8.36,66.3,98.91,0.0
2024,1,12,8,218.98,147.57,-2.8,8.44,59.15,99.06,0.0
2024,1,12,9,220.23,340.15,-1.3,8.56,49.34,99.18,0.0
2024,1,12,10,222.65,500.17,0.23,8.27,43.62,99.3,0.0
2024,1,12,11,240.32,535.15,1.88,7.84,40.13,99.36,0.0
2024,1,12,12,251.25,569.12,3.54,7.34,37.07,99.35,0.0
2024,1,12,13,234.85,626.28,5.17,6.79,34.3,99.27,0.0
2024,1,12,14,238.1,526.0,6.38,6.25,32.53,99.24,0.0
2024,1,12,15,242.45,374.83,6.72,5.56,32.58,99.22,0.0
2024,1,12,16,244.23,195.35,5.92,3.63,38.53,99.22,0.0
2024,1,12,17,230.7,27.92,2.08,1.53,62.59,99.24,0.0
2024,1,12,18,231.2,0.0,1.75,1.36,58.37,99.28,0.0
2024,1,12,19,228.98,0.0,1.82,1.33,54.68,99.32,0.0
2024,1,12,20,227.9,0.0,0.79,1.47,59.14,99.33,0.0
2024,1,12,21,227.3,0.0,-0.28,1.57,64.63,99.35,0.0
2024,1,12,22,226.55,0.0,-0.89,1.68,67.13,99.34,0.0
2024,1,12,23,226.55,0.0,-1.25,1.81,68.29,99.33,0.0
2024,1,13,0,226.88,0.0,-1.5,1.93,68.82,99.31,0.0
2024,1,13,1,225.9,0.0,-1.72,2.01,69.48,99.29,0.0
2024,1,13,2,225.38,0.0,-1.92,2.09,70.94,99.27,0.0
2024,1,13,3,229.85,0.0,-2.02,2.17,72.43,99.23,0.0
2024,1,13,4,236.43,0.0,-2.03,2.29,74.31,99.19,0.0
2024,1,13,5,236.38,0.0,-2.08,2.47,76.8,99.2,0.0
2024,1,13,6,234.12,0.0,-2.16,2.63,79.86,99.28,0.0
2024,1,13,7,233.65,7.32,-1.94,2.86,80.87,99.3,0.0
2024,1,13,8,231.23,148.57,0.81,4.21,68.85,99.29,0.0
2024,1,13,9,242.8,335.4,3.75,4.21,61.0,99.3,0.0
2024,1,13,10,251.4,496.38,7.97,5.5,47.48,99.33,0.0
2024,1,13,11,259.88,603.4,11.26,5.95,40.3,99.28,0.0
2024,1,13,12,284.65,617.35,13.28,5.18,37.33,99.19,0.0
2024,1,13,13,291.88,562.35,13.99,4.28,37.22,99.14,0.0
2024,1,13,14,276.62,479.75,12.88,4.95,39.4,99.22,0.0
2024,1,13,15,261.77,374.67,9.14,7.14,44.59,99.42,0.0
2024,1,13,16,248.73,194.62,3.9,8.13,48.71,99.65,0.0
2024,1,13,17,236.1,26.0,0.09,7.39,46.65,99.85,0.0
2024,1,13,18,233.23,0.0,-1.6,7.01,47.41,100.01,0.0
2024,1,13,19,220.48,0.0,-2.97,6.97,51.57,100.14,0.0
2024,1,13,20,217.05,0.0,-4.13,6.5,55.07,100.23,0.0
2024,1,13,21,212.93,0.0,-4.89,5.95,56.82,100.31,0.0
2024,1,13,22,210.4,0.0,-5.46,5.42,57.19,100.37,0.0
2024,1,13,23,208.18,0.0,-6.04,5.27,56.18,100.38,0.0
2024,1,14,0,208.12,0.0,-6.64,5.25,55.0,100.38,0.0
2024,1,14,1,206.27,0.0,-7.15,5.29,54.12,100.4,0.0
2024,1,14,2,206.85,0.0,-7.58,5.28,53.68,100.4,0.0
2024,1,14,3,206.82,0.0,-8.11,5.4,54.13,100.4,0.0
2024,1,14,4,221.38,0.0,-8.65,5.6,54.55,100.41,0.0
2024,1,14,5,270.58,0.0,-9.08,5.67,54.96,100.45,0.0
2024,1,14,6,258.75,0.0,-9.33,5.48,53.85,100.47,0.0
2024,1,14,7,230.68,5.78,-9.35,5.16,52.8,100.51,0.0
2024,1,14,8,278.6,34.75,-8.92,4.86,49.74,100.58,0.0
2024,1,14,9,274.08,42.12,-8.48,4.5,47.89,100.65,0.0
2024,1,14,10,276.0,71.45,-8.0,4.06,46.96,100.65,0.0
2024,1,14,11,299.12,133.82,-7.51,3.72,46.45,100.57,0.0
2024,1,14,12,283.5,112.45,-7.14,3.57,46.37,100.43,0.01
2024,1,14,13,283.73,114.85,-7.0,3.56,48.61,100.31,0.02
2024,1,14,14,294.58,106.9,-7.06,3.88,53.14,100.24,0.02
2024,1,14,15,294.33,150.8,-7.14,4.42,54.94,100.22,0.01
2024,1,14,16,276.27,63.65,-7.32,4.85,54.36,100.26,0.01
2024,1,14,17,229.6,23.12,-7.82,4.89,55.26,100.29,0.01
2024,1,14,18,286.77,0.0,-8.19,4.89,56.06,100.36,0.01
2024,1,14,19,285.77,0.0,-8.53,4.84,57.79,100.41,0.01
2024,1,14,20,262.95,0.0,-8.89,4.8,60.23,100.43,0.01
2024,1,14,21,258.02,0.0,-9.1,4.74,61.36,100.45,0.01
2024,1,14,22,273.2,0.0,-9.3,4.7,63.03,100.44,0.01
2024,1,14,23,274.5,0.0,-9.57,4.7,64.55,100.44,0.01
2024,1,15,0,259.52,0.0,-9.87,4.74,65.67,100.42,0.02
2024,1,15,1,274.83,0.0,-10.22,4.79,67.1,100.42,0.02
2024,1,15,2,268.62,0.0,-10.59,4.83,68.03,100.41,0.02
2024,1,15,3,253.55,0.0,-10.93,4.85,69.45,100.38,0.02
2024,1,15,4,265.67,0.0,-11.24,4.75,69.99,100.35,0.03
2024,1,15,5,280.02,0.0,-11.62,4.57,71.71,100.36,0.03
2024,1,15,6,287.3,0.0,-11.97,4.39,73.28,100.38,0.01
2024,1,15,7,287.62,3.92,-12.21,4.42,74.15,100.41,0.02
2024,1,15,8,275.25,65.55,-11.83,4.69,71.68,100.45,0.04
2024,1,15,9,285.92,153.25,-10.87,4.8,67.15,100.51,0.05
2024,1,15,10,293.3,256.1,-9.49,4.69,61.79,100.54,0.03
2024,1,15,11,272.98,419.08,-7.81,4.6,56.34,100.47,0.02
2024,1,15,12,266.12,487.75,-6.29,4.77,52.02,100.37,0.01
2024,1,15,13,239.02,567.78,-5.02,4.95,49.01,100.29,0.01
2024,1,15,14,237.75,483.33,-4.29,5.27,47.17,100.26,0.0
2024,1,15,15,209.8,404.67,-4.08,5.71,45.98,100.3,0.0
2024,1,15,16,208.15,216.57,-4.51,5.92,46.57,100.35,0.0
2024,1,15,17,205.27,32.5,-5.51,5.58,50.77,100.44,0.0
2024,1,15,18,204.73,0.0,-6.23,5.31,55.87,100.57,0.0
2024,1,15,19,201.93,0.0,-6.74,5.65,57.53,100.7,0.0
2024,1,15,20,202.05,0.0,-7.21,5.96,56.57,100.81,0.0
2024,1,15,21,211.12,0.0,-7.69,5.98,55.99,100.89,0.0
2024,1,15,22,220.82,0.0,-8.09,6.06,55.37,100.94,0.0
2024,1,15,23,216.75,0.0,-8.49,5.89,56.81,100.96,0.0
2024,1,16,0,218.3,0.0,-8.86,5.95,58.13,100.97,0.0
2024,1,16,1,218.75,0.0,-9.17,6.06,58.58,100.96,0.0
2024,1,16,2,218.73,0.0,-9.46,6.08,58.31,100.96,0.0
2024,1,16,3,240.07,0.0,-9.71,6.02,58.39,100.95,0.0
2024,1,16,4,233.27,0.0,-9.96,5.8,58.45,100.93,0.0
2024,1,16,5,210.8,0.0,-10.33,5.45,58.48,100.94,0.0
2024,1,16,6,203.98,0.0,-10.85,5.12,59.29,101.03,0.0
2024,1,16,7,192.5,8.7,-11.42,4.88,61.03,101.11,0.0
2024,1,16,8,191.6,156.75,-11.0,5.32,56.76,101.17,0.0
2024,1,16,9,194.1,353.9,-9.76,5.35,49.0,101.2,0.0
2024,1,16,10,196.55,516.3,-8.14,5.06,43.02,101.21,0.0
2024,1,16,11,199.23,625.78,-6.44,4.6,38.46,101.15,0.0
2024,1,16,12,201.9,671.35,-4.99,4.11,35.92,101.0,0.0
2024,1,16,13,204.0,648.9,-3.82,3.73,34.29,100.85,0.0
2024,1,16,14,205.48,560.75,-3.16,3.47,33.44,100.77,0.0
2024,1,16,15,205.38,414.6,-2.93,3.13,33.46,100.72,0.0
2024,1,16,16,204.98,225.05,-3.31,2.5,35.58,100.69,0.0
2024,1,16,17,203.52,35.6,-5.06,1.01,60.7,100.7,0.0
2024,1,16,18,203.18,0.0,-6.03,0.84,65.12,100.74,0.0
2024,1,16,19,202.43,0.0,-6.08,0.75,56.58,100.75,0.0
2024,1,16,20,201.85,0.0,-6.09,0.48,51.31,100.74,0.0
2024,1,16,21,201.52,0.0,-6.5,0.65,51.32,100.71,0.0
2024,1,16,22,201.23,0.0,-7.72,1.02,59.59,100.7,0.0
2024,1,16,23,201.3,0.0,-8.81,1.22,67.79,100.68,0.0
2024,1,17,0,201.62,0.0,-9.45,1.37,71.69,100.64,0.0
2024,1,17,1,201.77,0.0,-9.73,1.55,72.86,100.6,0.0
2024,1,17,2,202.12,0.0,-9.82,1.77,72.81,100.57,0.0
2024,1,17,3,202.62,0.0,-9.89,1.87,73.84,100.52,0.0
2024,1,17,4,203.1,0.0,-10.05,1.85,76.1,100.47,0.0
2024,1,17,5,203.57,0.0,-10.18,1.84,77.59,100.43,0.0
2024,1,17,6,204.25,0.0,-10.22,1.91,78.51,100.44,0.0
2024,1,17,7,204.8,8.8,-9.95,2.2,77.88,100.44,0.0
2024,1,17,8,208.07,155.27,-7.71,3.49,65.47,100.44,0.0
2024,1,17,9,216.85,347.98,-4.63,4.05,50.97,100.44,0.0
2024,1,17,10,223.95,503.42,-1.44,4.72,38.95,100.4,0.0
2024,1,17,11,227.65,622.97,0.96,5.08,34.17,100.26,0.0
2024,1,17,12,232.2,667.22,2.77,5.66,31.68,100.06,0.0
2024,1,17,13,235.1,646.2,3.93,6.14,30.91,99.86,0.0
2024,1,17,14,237.55,558.3,4.46,6.41,31.46,99.73,0.0
2024,1,17,15,237.77,412.77,4.48,6.42,32.71,99.64,0.0
2024,1,17,16,236.05,224.12,3.54,5.75,36.55,99.58,0.0
2024,1,17,17,231.32,35.78,1.38,5.16,44.96,99.52,0.0
2024,1,17,18,228.15,0.0,0.55,5.82,48.72,99.47,0.0
2024,1,17,19,229.2,0.0,0.01,5.68,52.72,99.41,0.0
2024,1,17,20,229.6,0.0,-0.41,5.53,57.24,99.36,0.0
2024,1,17,21,232.05,0.0,-0.59,5.76,60.54,99.31,0.0
2024,1,17,22,232.82,0.0,-0.72,5.62,64.77,99.28,0.0
2024,1,17,23,235.93,0.0,-0.71,5.55,68.27,99.24,0.0
2024,1,18,0,241.55,0.0,-0.64,5.58,71.98,99.22,0.0
2024,1,18,1,241.0,0.0,-0.55,5.64,74.95,99.17,0.0
2024,1,18,2,241.02,0.0,-0.42,5.52,76.24,99.09,0.0
2024,1,18,3,246.07,0.0,-0.29,5.51,76.67,98.98,0.0
2024,1,18,4,251.05,0.0,-0.11,5.32,76.0,98.9,0.0
2024,1,18,5,255.55,0.0,-0.04,4.96,76.05,98.86,0.0
2024,1,18,6,272.15,0.0,-0.21,4.41,78.46,98.88,0.0
2024,1,18,7,263.7,6.25,-0.19,3.86,80.22,98.94,0.0
2024,1,18,8,262.77,120.53,1.36,3.91,74.92,99.01,0.0
2024,1,18,9,266.55,308.05,4.09,3.79,65.65,99.12,0.0
2024,1,18,10,269.85,489.38,7.17,4.54,54.63,99.21,0.0
2024,1,18,11,270.8,602.2,8.95,4.25,48.53,99.19,0.0
2024,1,18,12,273.05,650.3,10.34,4.02,44.55,99.12,0.0
2024,1,18,13,269.88,632.38,11.28,3.86,41.94,99.06,0.0
2024,1,18,14,268.73,549.08,11.57,3.47,41.72,99.06,0.0
2024,1,18,15,266.27,405.25,10.94,2.4,47.64,99.09,0.0
2024,1,18,16,260.45,220.1,7.18,1.37,68.48,99.15,0.0
2024,1,18,17,251.45,35.83,3.16,1.68,71.24,99.26,0.0
2024,1,18,18,249.48,0.0,2.22,1.71,71.81,99.37,0.0
2024,1,18,19,246.12,0.0,1.83,1.71,73.25,99.49,0.0
2024,1,18,20,244.48,0.0,1.53,2.13,75.65,99.63,0.0
2024,1,18,21,242.23,0.0,2.19,3.36,73.62,99.8,0.0
2024,1,18,22,241.43,0.0,2.0,4.11,74.73,99.95,0.0
2024,1,18,23,239.8,0.0,1.26,4.66,77.72,100.1,0.0
2024,1,19,0,238.65,0.0,0.55,5.5,79.92,100.26,0.0
2024,1,19,1,235.27,0.0,-0.51,6.26,82.79,100.43,0.0
2024,1,19,2,232.45,0.0,-1.63,6.91,80.74,100.6,0.0
2024,1,19,3,228.05,0.0,-2.62,6.67,75.66,100.71,0.0
2024,1,19,4,223.35,0.0,-3.43,6.56,70.16,100.79,0.0
2024,1,19,5,219.65,0.0,-4.17,6.58,65.75,100.88,0.0
2024,1,19,6,218.48,0.0,-4.75,6.79,60.07,100.99,0.0
2024,1,19,7,217.02,8.85,-5.13,6.59,56.8,101.08,0.0
2024,1,19,8,218.0,154.43,-4.43,7.2,50.47,101.15,0.0
2024,1,19,9,220.49,251.2,-3.27,7.31,44.74,101.24,0.0
2024,1,19,10,222.98,510.52,-2.03,7.19,40.97,101.31,0.0
2024,1,19,11,224.95,618.95,-0.85,7.0,37.71,101.3,0.0
2024,1,19,12,228.15,662.92,-0.01,6.79,36.21,101.22,0.0
2024,1,19,13,229.07,640.92,0.54,6.61,35.28,101.15,0.0
2024,1,19,14,229.57,554.22,0.76,6.32,35.21,101.11,0.0
2024,1,19,15,228.35,410.58,0.6,5.86,35.87,101.09,0.0
2024,1,19,16,226.52,225.0,-0.19,5.13,38.32,101.08,0.0
2024,1,19,17,222.9,38.38,-2.09,3.45,48.98,101.09,0.0
2024,1,19,18,221.9,0.0,-3.08,3.02,57.02,101.13,0.0
2024,1,19,19,220.07,0.0,-3.32,2.99,59.25,101.16,0.0
2024,1,19,20,219.55,0.0,-3.58,2.8,62.02,101.18,0.0
2024,1,19,21,219.12,0.0,-3.8,2.7,63.92,101.2,0.0
2024,1,19,22,218.4,0.0,-3.95,2.69,64.39,101.23,0.0
2024,1,19,23,218.45,0.0,-4.09,2.73,64.07,101.27,0.0
2024,1,20,0,218.23,0.0,-4.22,2.84,63.66,101.3,0.0
2024,1,20,1,217.68,0.0,-4.36,2.99,63.28,101.31,0.0
2024,1,20,2,217.38,0.0,-4.5,3.2,62.48,101.3,0.0
2024,1,20,3,216.9,0.0,-4.77,3.54,60.75,101.27,0.0
2024,1,20,4,216.57,0.0,-5.16,3.68,59.93,101.27,0.0
2024,1,20,5,216.18,0.0,-5.66,3.79,60.0,101.29,0.0
2024,1,20,6,215.8,0.0,-6.21,3.77,60.69,101.34,0.0
2024,1,20,7,216.68,8.55,-6.61,3.7,61.0,101.39,0.0
2024,1,20,8,220.12,148.3,-5.99,4.03,55.64,101.45,0.0
2024,1,20,9,222.93,341.38,-4.62,3.92,49.5,101.49,0.0
2024,1,20,10,225.48,505.23,-3.02,3.49,45.63,101.5,0.0
2024,1,20,11,228.52,613.47,-1.36,3.07,41.78,101.44,0.0
2024,1,20,12,238.12,640.58,0.01,2.81,38.85,101.32,0.0
2024,1,20,13,235.35,630.55,1.05,2.67,37.47,101.21,0.0
2024,1,20,14,247.0,525.65,1.62,2.65,37.12,101.14,0.0
2024,1,20,15,239.27,386.5,1.68,2.69,38.12,101.09,0.0
2024,1,20,16,238.4,208.62,0.92,2.17,45.46,101.05,0.0
2024,1,20,17,240.1,28.67,-1.27,1.29,68.39,101.02,0.0
2024,1,20,18,240.2,0.0,-1.62,1.49,69.8,101.01,0.0
2024,1,20,19,244.8,0.0,-1.76,1.62,70.62,101.01,0.0
2024,1,20,20,238.9,0.0,-2.13,1.59,73.78,101.01,0.0
2024,1,20,21,239.9,0.0,-2.55,1.59,77.08,101.02,0.0
2024,1,20,22,263.6,0.0,-2.67,1.81,77.86,101.01,0.0
2024,1,20,23,273.25,0.0,-2.6,2.3,76.73,100.99,0.0
2024,1,21,0,266.3,0.0,-2.59,2.83,75.98,100.95,0.0
2024,1,21,1,263.5,0.0,-2.6,3.14,76.35,100.92,0.0
2024,1,21,2,265.42,0.0,-2.55,3.38,76.34,100.89,0.0
2024,1,21,3,275.45,0.0,-2.42,3.33,75.48,100.86,0.0
2024,1,21,4,281.88,0.0,-2.34,3.37,74.95,100.82,0.0
2024,1,21,5,264.65,0.0,-2.49,3.77,73.92,100.78,0.0
2024,1,21,6,287.38,0.0,-2.27,4.26,70.34,100.79,0.01
2024,1,21,7,278.15,5.45,-1.83,3.81,68.17,100.88,0.05
2024,1,21,8,313.1,53.62,-1.11,3.72,64.51,100.92,0.1
2024,1,21,9,324.17,112.55,-0.22,4.4,58.29,100.87,0.02
2024,1,21,10,325.23,221.25,1.22,4.82,51.66,100.84,0.01
2024,1,21,11,319.15,330.8,2.4,4.93,48.09,100.73,0.01
2024,1,21,12,337.4,206.85,3.03,4.65,47.42,100.62,0.0
2024,1,21,13,338.2,260.52,3.83,4.48,46.58,100.53,0.01
2024,1,21,14,338.62,234.55,3.79,4.16,48.68,100.45,0.74
2024,1,21,15,329.9,170.4,3.07,3.64,53.72,100.38,3.82
2024,1,21,16,328.27,61.92,2.17,3.32,59.71,100.32,3.19
2024,1,21,17,315.77,13.8,1.16,3.01,66.84,100.29,3.29
2024,1,21,18,301.2,0.0,0.75,3.04,70.35,100.32,5.83
2024,1,21,19,294.35,0.0,0.49,2.99,73.73,100.33,5.24
2024,1,21,20,297.42,0.0,0.35,2.55,76.53,100.33,3.34
2024,1,21,21,304.52,0.0,0.48,2.45,76.84,100.33,1.7
2024,1,21,22,310.9,0.0,0.63,2.82,76.99,100.31,0.95
2024,1,21,23,293.38,0.0,0.7,3.41,78.56,100.25,0.71
2024,1,22,0,288.85,0.0,0.75,3.85,81.93,100.16,1.84
2024,1,22,1,291.73,0.0,0.77,3.82,85.97,100.09,3.42
2024,1,22,2,289.65,0.0,0.81,3.42,88.66,100.05,4.25
2024,1,22,3,294.33,0.0,0.77,2.98,90.61,100.01,2.52
2024,1,22,4,295.8,0.0,0.59,2.03,93.73,99.94,2.58
2024,1,22,5,299.35,0.0,0.81,2.16,94.97,99.94,24.19
2024,1,22,6,299.7,0.0,0.87,1.4,97.24,99.91,30.23
2024,1,22,7,296.1,2.7,0.92,1.23,98.07,99.87,34.43
2024,1,22,8,313.7,17.73,1.37,2.36,95.83,99.81,50.12
2024,1,22,9,322.2,62.15,1.52,3.14,94.74,99.74,50.34
2024,1,22,10,323.27,90.28,1.95,3.05,93.69,99.75,42.6
2024,1,22,11,320.0,88.4,2.48,2.62,94.05,99.65,26.88
2024,1,22,12,322.85,109.05,3.14,2.14,93.15,99.51,14.03
2024,1,22,13,341.9,191.9,3.28,1.97,94.15,99.36,5.03
2024,1,22,14,348.25,121.75,3.23,1.37,95.67,99.32,2.41
2024,1,22,15,347.05,139.27,3.33,0.75,95.81,99.31,1.54
2024,1,22,16,330.23,71.32,3.21,0.42,97.27,99.34,0.34
2024,1,22,17,292.85,29.9,2.5,0.36,100.0,99.37,0.02
2024,1,22,18,277.15,0.0,2.55,0.23,100.0,99.42,0.01
2024,1,22,19,275.0,0.0,2.81,0.09,100.0,99.47,0.01
2024,1,22,20,273.7,0.0,2.95,0.33,100.0,99.48,0.02
2024,1,22,21,278.65,0.0,2.88,0.43,100.0,99.49,0.06
2024,1,22,22,297.02,0.0,2.89,0.53,100.0,99.5,0.09
2024,1,22,23,298.15,0.0,3.11,0.43,100.0,99.51,0.1
2024,1,23,0,299.42,0.0,3.19,0.4,100.0,99.48,0.1
2024,1,23,1,312.6,0.0,2.88,0.74,100.0,99.46,0.13
2024,1,23,2,306.35,0.0,2.38,0.86,100.0,99.48,0.21
2024,1,23,3,315.52,0.0,2.25,0.95,100.0,99.47,0.33
2024,1,23,4,311.05,0.0,2.88,0.8,100.0,99.47,0.83
2024,1,23,5,304.08,0.0,3.73,0.47,100.0,99.46,1.77
2024,1,23,6,305.33,0.0,2.93,0.92,100.0,99.41,7.63
2024,1,23,7,307.58,4.4,2.52,0.99,100.0,99.42,21.65
2024,1,23,8,326.62,26.15,3.28,0.98,100.0,99.48,52.03
2024,1,23,9,335.4,47.47,4.34,1.76,97.05,99.52,39.15
2024,1,23,10,340.2,72.68,5.02,1.97,94.74,99.52,23.23
2024,1,23,11,347.92,96.72,5.97,1.57,93.08,99.49,43.11
2024,1,23,12,358.12,214.35,6.96,1.2,91.98,99.44,34.69
2024,1,23,13,361.25,276.6,7.53,2.02,92.16,99.32,12.51
2024,1,23,14,370.75,173.57,7.57,2.86,92.7,99.19,11.89
2024,1,23,15,356.77,128.8,7.78,2.83,91.98,99.19,12.93
2024,1,23,16,362.05,79.05,6.96,1.75,95.28,99.24,1.64
2024,1,23,17,334.33,15.62,5.19,1.28,100.0,99.29,0.14
2024,1,23,18,335.42,0.0,4.71,1.26,100.0,99.38,0.14
2024,1,23,19,323.77,0.0,4.71,1.16,100.0,99.45,0.26
2024,1,23,20,317.02,0.0,4.88,1.08,100.0,99.45,0.44
2024,1,23,21,317.6,0.0,4.9,1.05,100.0,99.41,0.61
2024,1,23,22,311.33,0.0,4.3,1.11,100.0,99.39,0.72
2024,1,23,23,309.0,0.0,3.92,1.52,100.0,99.39,0.96
2024,1,24,0,315.5,0.0,3.95,2.09,100.0,99.41,1.24
2024,1,24,1,313.55,0.0,3.65,2.08,100.0,99.45,1.55
2024,1,24,2,311.6,0.0,3.31,1.86,100.0,99.49,1.6
2024,1,24,3,310.88,0.0,3.45,2.33,99.4,99.44,1.18
2024,1,24,4,309.83,0.0,3.28,2.43,98.29,99.4,1.23
2024,1,24,5,309.0,0.0,3.15,1.91,97.62,99.48,1.59
2024,1,24,6,306.23,0.0,3.1,1.8,97.24,99.59,1.11
2024,1,24,7,306.9,6.75,3.47,2.21,95.69,99.54,1.16
2024,1,24,8,316.45,82.45,4.72,3.06,91.44,99.42,2.24
2024,1,24,9,343.3,92.38,6.36,1.97,87.92,99.45,5.39
2024,1,24,10,340.38,166.02,8.16,1.18,84.69,99.56,4.6
2024,1,24,11,349.88,224.85,9.59,0.54,82.54,99.64,1.68
2024,1,24,12,359.3,195.05,9.83,1.23,84.3,99.57,0.56
2024,1,24,13,358.0,115.7,10.11,1.88,84.34,99.49,0.24
2024,1,24,14,354.33,104.9,10.28,2.11,84.25,99.46,0.13
2024,1,24,15,354.73,96.6,10.49,1.79,83.72,99.49,0.03
2024,1,24,16,350.92,60.45,9.8,0.69,91.1,99.51,0.01
2024,1,24,17,336.35,12.27,8.96,0.71,90.45,99.52,0.02
2024,1,24,18,324.55,0.0,8.7,0.73,89.84,99.56,0.13
2024,1,24,19,323.48,0.0,7.98,0.9,93.02,99.57,0.61
2024,1,24,20,332.62,0.0,7.0,1.1,96.59,99.55,0.62
2024,1,24,21,328.4,0.0,6.1,1.33,99.02,99.51,0.29
2024,1,24,22,321.58,0.0,6.19,1.24,97.5,99.62,0.13
2024,1,24,23,327.2,0.0,6.19,0.89,96.93,99.72,0.38
2024,1,25,0,326.23,0.0,5.71,1.24,98.27,99.69,1.48
2024,1,25,1,310.25,0.0,5.46,1.68,98.72,99.66,1.92
2024,1,25,2,318.45,0.0,5.04,2.09,100.0,99.58,1.01
2024,1,25,3,316.98,0.0,4.18,1.75,100.0,99.5,0.96
2024,1,25,4,321.48,0.0,4.43,0.92,100.0,99.6,2.4
2024,1,25,5,342.33,0.0,4.43,0.88,100.0,99.59,0.57
2024,1,25,6,340.7,0.0,4.19,0.99,100.0,99.59,0.04
2024,1,25,7,289.12,7.32,3.91,1.17,100.0,99.64,0.04
2024,1,25,8,266.6,153.4,6.36,2.44,94.27,99.68,0.03
2024,1,25,9,355.33,99.8,8.26,2.3,90.08,99.71,0.03
2024,1,25,10,353.15,154.55,10.94,2.42,80.22,99.72,0.03
2024,1,25,11,360.12,173.7,12.45,2.18,73.0,99.67,0.02
2024,1,25,12,363.95,203.25,13.44,1.89,68.87,99.57,0.01
2024,1,25,13,357.9,211.02,14.07,1.86,66.16,99.5,0.0
2024,1,25,14,356.52,222.77,14.31,1.84,64.72,99.46,0.0
2024,1,25,15,347.25,192.15,13.92,1.79,65.58,99.46,0.0
2024,1,25,16,313.8,159.43,12.78,1.18,75.07,99.49,0.0
2024,1,25,17,314.33,30.95,10.97,0.72,81.01,99.55,0.0
2024,1,25,18,293.1,0.0,10.03,0.67,79.34,99.61,0.0
2024,1,25,19,304.33,0.0,8.43,0.97,86.11,99.65,0.0
2024,1,25,20,316.08,0.0,7.23,1.12,91.42,99.65,0.0
2024,1,25,21,313.55,0.0,7.29,1.15,90.9,99.66,0.0
2024,1,25,22,320.48,0.0,6.43,1.19,94.15,99.68,0.0
2024,1,25,23,330.67,0.0,5.9,1.2,96.78,99.67,0.0
2024,1,26,0,297.15,0.0,5.76,1.18,97.35,99.63,0.0
2024,1,26,1,323.3,0.0,5.76,1.15,97.32,99.61,0.01
2024,1,26,2,294.35,0.0,5.69,1.12,97.77,99.58,0.03
2024,1,26,3,318.3,0.0,5.7,1.06,98.02,99.55,0.07
2024,1,26,4,312.27,0.0,5.37,1.07,100.0,99.54,0.09
2024,1,26,5,303.3,0.0,4.84,1.11,100.0,99.59,0.14
2024,1,26,6,309.27,0.0,4.16,1.17,100.0,99.66,1.44
2024,1,26,7,310.3,6.75,4.07,1.14,100.0,99.72,1.41
2024,1,26,8,325.27,77.32,7.29,2.01,94.39,99.73,1.33
2024,1,26,9,360.33,83.1,9.61,1.87,87.57,99.75,0.94
2024,1,26,10,361.12,141.25,11.49,1.6,83.46,99.75,0.6
2024,1,26,11,366.55,157.8,12.89,1.86,80.54,99.67,0.26
2024,1,26,12,365.08,160.55,13.83,2.51,78.63,99.5,0.13
2024,1,26,13,368.08,126.8,14.5,3.06,77.39,99.37,0.24
2024,1,26,14,369.05,85.72,14.76,3.28,77.04,99.38,0.12
2024,1,26,15,367.95,52.47,14.42,3.13,79.19,99.43,0.92
2024,1,26,16,364.73,20.45,13.42,2.05,86.42,99.51,1.45
2024,1,26,17,335.3,24.27,11.55,1.47,95.92,99.57,1.61
2024,1,26,18,357.12,0.0,10.87,1.8,99.33,99.66,0.8
2024,1,26,19,352.65,0.0,10.65,2.34,100.0,99.71,1.22
2024,1,26,20,361.02,0.0,10.2,2.39,100.0,99.71,4.61
2024,1,26,21,353.4,0.0,9.66,1.93,100.0,99.68,8.08
2024,1,26,22,342.67,0.0,9.17,1.44,100.0,99.65,20.24
2024,1,26,23,332.75,0.0,9.01,1.15,100.0,99.64,37.44
2024,1,27,0,335.3,0.0,8.91,0.98,100.0,99.63,55.35
2024,1,27,1,337.08,0.0,8.71,1.6,99.19,99.67,60.56
2024,1,27,2,339.65,0.0,8.13,3.58,96.77,99.73,43.86
2024,1,27,3,333.83,0.0,6.7,4.75,94.64,99.81,18.16
2024,1,27,4,329.9,0.0,4.93,5.62,91.82,99.88,4.39
2024,1,27,5,315.5,0.0,4.05,6.03,90.07,99.92,1.07
